gene,canonical_acc,isoform_acc,topology,deletion_window,deletion_length,feature_type,feature_description,feature_begin,feature_end,overlap_residues,overlap_kind,is_inhibitory_lexical,is_disorder_lexical
ANO3,Q9BYT9,Q9BYT9-2,N-Terminal Loss,1-146,146,Topological domain,Cytoplasmic,1,403,146,partial,False,False
ANO3,Q9BYT9,Q9BYT9-2,N-Terminal Loss,1-146,146,Region,Disordered,1,33,33,full,False,True
ANO3,Q9BYT9,Q9BYT9-2,N-Terminal Loss,1-146,146,Compositional bias,Polar residues,1,22,22,full,False,True
SOAT1,P35610,P35610-3,N-Terminal Loss,1-65,65,Topological domain,Cytoplasmic,1,138,65,partial,False,False
SOAT1,P35610,P35610-3,N-Terminal Loss,1-65,65,Region,Disordered,1,39,39,full,False,True
NADK2,Q4G0N4,Q4G0N4-3,N-Terminal Loss,1-163,163,Region,Disordered,24,60,37,full,False,True
NADK2,Q4G0N4,Q4G0N4-3,N-Terminal Loss,1-163,163,Compositional bias,Low complexity,24,36,13,full,False,True
NT5C1B,Q96P26,Q96P26-3,N-Terminal Loss,1-208,208,Region,Disordered,1,34,34,full,False,True
NT5C1B,Q96P26,Q96P26-3,N-Terminal Loss,1-208,208,Region,Disordered,101,277,108,partial,False,True
NT5C1B,Q96P26,Q96P26-3,N-Terminal Loss,1-208,208,Compositional bias,Basic and acidic residues,9,34,26,full,False,True
NT5C1B,Q96P26,Q96P26-3,N-Terminal Loss,1-208,208,Compositional bias,Polar residues,119,132,14,full,False,True
NT5C1B,Q96P26,Q96P26-3,N-Terminal Loss,1-208,208,Compositional bias,Low complexity,148,166,19,full,False,True
NT5C1B,Q96P26,Q96P26-3,N-Terminal Loss,1-208,208,Compositional bias,Pro residues,167,183,17,full,False,True
KCNA3,P22001,P22001-5,N-Terminal Loss,1-193,193,Topological domain,Cytoplasmic,1,234,193,partial,False,False
KCNA3,P22001,P22001-5,N-Terminal Loss,1-193,193,Region,Disordered,1,52,52,full,False,True
KLHDC2,Q9Y2U9,Q9Y2U9-2,Internal Deletion / Splice,239-395,157,Repeat,Kelch 4,221,259,21,partial,False,False
KLHDC2,Q9Y2U9,Q9Y2U9-2,Internal Deletion / Splice,239-395,157,Repeat,Kelch 5,271,311,41,full,False,False
KLHDC2,Q9Y2U9,Q9Y2U9-2,Internal Deletion / Splice,239-395,157,Repeat,Kelch 6,322,359,38,full,False,False
HAPSTR1,Q14CZ0,Q14CZ0-2,C-Terminal Loss,199-275,77,Region,Disordered,204,227,24,full,False,True
HAPSTR1,Q14CZ0,Q14CZ0-2,C-Terminal Loss,199-275,77,Region,Disordered,250,275,26,full,False,True
HAPSTR1,Q14CZ0,Q14CZ0-2,C-Terminal Loss,199-275,77,Compositional bias,Polar residues,204,216,13,full,False,True
RRAGD,Q9NQL2,Q9NQL2-2,N-Terminal Loss,1-151,151,Region,Disordered,1,54,54,full,False,True
RRAGD,Q9NQL2,Q9NQL2-2,N-Terminal Loss,1-151,151,Compositional bias,Acidic residues,11,25,15,full,False,True
RRAGD,Q9NQL2,Q9NQL2-2,N-Terminal Loss,1-151,151,Compositional bias,Acidic residues,36,50,15,full,False,True
RRAGD,Q9NQL2,Q9NQL2-2,N-Terminal Loss,1-151,151,Binding site,,71,71,1,full,False,False
RRAGD,Q9NQL2,Q9NQL2-2,N-Terminal Loss,1-151,151,Binding site,,72,72,1,full,False,False
RRAGD,Q9NQL2,Q9NQL2-2,N-Terminal Loss,1-151,151,Binding site,,72,72,1,full,False,False
RRAGD,Q9NQL2,Q9NQL2-2,N-Terminal Loss,1-151,151,Binding site,,73,73,1,full,False,False
RRAGD,Q9NQL2,Q9NQL2-2,N-Terminal Loss,1-151,151,Binding site,,73,73,1,full,False,False
RRAGD,Q9NQL2,Q9NQL2-2,N-Terminal Loss,1-151,151,Binding site,,74,74,1,full,False,False
RRAGD,Q9NQL2,Q9NQL2-2,N-Terminal Loss,1-151,151,Binding site,,74,74,1,full,False,False
RRAGD,Q9NQL2,Q9NQL2-2,N-Terminal Loss,1-151,151,Binding site,,75,75,1,full,False,False
RRAGD,Q9NQL2,Q9NQL2-2,N-Terminal Loss,1-151,151,Binding site,,75,75,1,full,False,False
RRAGD,Q9NQL2,Q9NQL2-2,N-Terminal Loss,1-151,151,Binding site,,76,76,1,full,False,False
RRAGD,Q9NQL2,Q9NQL2-2,N-Terminal Loss,1-151,151,Binding site,,76,76,1,full,False,False
RRAGD,Q9NQL2,Q9NQL2-2,N-Terminal Loss,1-151,151,Binding site,,77,77,1,full,False,False
RRAGD,Q9NQL2,Q9NQL2-2,N-Terminal Loss,1-151,151,Binding site,,77,77,1,full,False,False
RRAGD,Q9NQL2,Q9NQL2-2,N-Terminal Loss,1-151,151,Binding site,,91,91,1,full,False,False
RRAGD,Q9NQL2,Q9NQL2-2,N-Terminal Loss,1-151,151,Binding site,,91,91,1,full,False,False
RRAGD,Q9NQL2,Q9NQL2-2,N-Terminal Loss,1-151,151,Binding site,,95,95,1,full,False,False
RRAGD,Q9NQL2,Q9NQL2-2,N-Terminal Loss,1-151,151,Binding site,,97,97,1,full,False,False
RRAGD,Q9NQL2,Q9NQL2-2,N-Terminal Loss,1-151,151,Binding site,,97,97,1,full,False,False
RRAGD,Q9NQL2,Q9NQL2-2,N-Terminal Loss,1-151,151,Binding site,,120,120,1,full,False,False
UXS1,Q8NBZ7,Q8NBZ7-3,N-Terminal Loss,1-168,168,Topological domain,Cytoplasmic,1,19,19,full,False,False
UXS1,Q8NBZ7,Q8NBZ7-3,N-Terminal Loss,1-168,168,Transmembrane,Helical; Signal-anchor for type II membrane protein,20,40,21,full,False,False
UXS1,Q8NBZ7,Q8NBZ7-3,N-Terminal Loss,1-168,168,Topological domain,Lumenal,41,420,128,partial,False,False
UXS1,Q8NBZ7,Q8NBZ7-3,N-Terminal Loss,1-168,168,Binding site,,98,98,1,full,False,False
UXS1,Q8NBZ7,Q8NBZ7-3,N-Terminal Loss,1-168,168,Binding site,,99,99,1,full,False,False
UXS1,Q8NBZ7,Q8NBZ7-3,N-Terminal Loss,1-168,168,Binding site,,100,100,1,full,False,False
UXS1,Q8NBZ7,Q8NBZ7-3,N-Terminal Loss,1-168,168,Binding site,,119,119,1,full,False,False
UXS1,Q8NBZ7,Q8NBZ7-3,N-Terminal Loss,1-168,168,Binding site,,120,120,1,full,False,False
UXS1,Q8NBZ7,Q8NBZ7-3,N-Terminal Loss,1-168,168,Binding site,,122,122,1,full,False,False
UXS1,Q8NBZ7,Q8NBZ7-3,N-Terminal Loss,1-168,168,Binding site,,123,123,1,full,False,False
UXS1,Q8NBZ7,Q8NBZ7-3,N-Terminal Loss,1-168,168,Binding site,,124,124,1,full,False,False
UXS1,Q8NBZ7,Q8NBZ7-3,N-Terminal Loss,1-168,168,Binding site,,144,144,1,full,False,False
UXS1,Q8NBZ7,Q8NBZ7-3,N-Terminal Loss,1-168,168,Binding site,,145,145,1,full,False,False
UXS1,Q8NBZ7,Q8NBZ7-3,N-Terminal Loss,1-168,168,Binding site,,149,149,1,full,False,False
UXS1,Q8NBZ7,Q8NBZ7-3,N-Terminal Loss,1-168,168,Binding site,,150,150,1,full,False,False
UXS1,Q8NBZ7,Q8NBZ7-3,N-Terminal Loss,1-168,168,Binding site,,159,159,1,full,False,False
UXS1,Q8NBZ7,Q8NBZ7-3,N-Terminal Loss,1-168,168,Binding site,,161,161,1,full,False,False
PMS2,P54278,P54278-3,C-Terminal Loss,570-859,290,Motif,Nuclear localization signal,577,580,4,full,False,False
GLYR1,Q49A26,Q49A26-4,N-Terminal Loss,1-69,69,Domain,PWWP,8,66,59,full,False,False
SART3,Q15020,Q15020-2,Internal Deletion / Splice,351-793;806-961,599,Repeat,HAT 5,324,356,6,partial,False,False
SART3,Q15020,Q15020-2,Internal Deletion / Splice,351-793;806-961,599,Repeat,HAT 6,359,391,33,full,False,False
SART3,Q15020,Q15020-2,Internal Deletion / Splice,351-793;806-961,599,Repeat,HAT 7,394,430,37,full,False,False
SART3,Q15020,Q15020-2,Internal Deletion / Splice,351-793;806-961,599,Repeat,HAT 8,487,520,34,full,False,False
SART3,Q15020,Q15020-2,Internal Deletion / Splice,351-793;806-961,599,Domain,RRM 1,704,782,79,full,False,False
SART3,Q15020,Q15020-2,Internal Deletion / Splice,351-793;806-961,599,Domain,RRM 2,801,878,73,partial,False,False
SART3,Q15020,Q15020-2,Internal Deletion / Splice,351-793;806-961,599,Region,Mediates interaction with PRPF3,2,351,1,partial,False,False
SART3,Q15020,Q15020-2,Internal Deletion / Splice,351-793;806-961,599,Region,Required for interaction with USP4,487,520,34,full,False,False
SART3,Q15020,Q15020-2,Internal Deletion / Splice,351-793;806-961,599,Region,Necessary and sufficient for U6 snRNA binding,537,953,405,partial,False,False
SART3,Q15020,Q15020-2,Internal Deletion / Splice,351-793;806-961,599,Region,Disordered,590,694,105,full,False,True
SART3,Q15020,Q15020-2,Internal Deletion / Splice,351-793;806-961,599,Region,Required for nuclear localization,600,670,71,full,False,False
SART3,Q15020,Q15020-2,Internal Deletion / Splice,351-793;806-961,599,Region,Disordered,878,898,21,full,False,True
SART3,Q15020,Q15020-2,Internal Deletion / Splice,351-793;806-961,599,Region,Disordered,920,948,29,full,False,True
SART3,Q15020,Q15020-2,Internal Deletion / Splice,351-793;806-961,599,Coiled coil,,559,619,61,full,False,False
SART3,Q15020,Q15020-2,Internal Deletion / Splice,351-793;806-961,599,Motif,Nuclear localization signal,601,608,8,full,False,False
SART3,Q15020,Q15020-2,Internal Deletion / Splice,351-793;806-961,599,Compositional bias,Basic and acidic residues,590,601,12,full,False,True
SART3,Q15020,Q15020-2,Internal Deletion / Splice,351-793;806-961,599,Compositional bias,Basic residues,602,617,16,full,False,True
SART3,Q15020,Q15020-2,Internal Deletion / Splice,351-793;806-961,599,Compositional bias,Acidic residues,626,639,14,full,False,True
SART3,Q15020,Q15020-2,Internal Deletion / Splice,351-793;806-961,599,Compositional bias,Basic and acidic residues,677,694,18,full,False,True
SART3,Q15020,Q15020-2,Internal Deletion / Splice,351-793;806-961,599,Compositional bias,Basic and acidic residues,882,891,10,full,False,True
SART3,Q15020,Q15020-2,Internal Deletion / Splice,351-793;806-961,599,Compositional bias,Low complexity,925,948,24,full,False,True
MTMR2,Q13614,Q13614-2,N-Terminal Loss,1-72,72,Domain,GRAM,68,139,5,partial,False,False
MTMR2,Q13614,Q13614-2,N-Terminal Loss,1-72,72,Region,Disordered,1,56,56,full,False,True
MTMR2,Q13614,Q13614-2,N-Terminal Loss,1-72,72,Compositional bias,Polar residues,1,12,12,full,False,True
MTMR2,Q13614,Q13614-2,N-Terminal Loss,1-72,72,Compositional bias,Polar residues,23,40,18,full,False,True
MTMR2,Q13614,Q13614-2,N-Terminal Loss,1-72,72,Compositional bias,Low complexity,41,55,15,full,False,True
B3GNT4,Q9C0J1,Q9C0J1-2,N-Terminal Loss,1-25,25,Topological domain,Cytoplasmic,1,28,25,partial,False,False
P3H1,Q32P28,Q32P28-4,Internal Deletion / Splice,688-726,39,Region,Disordered,699,736,28,partial,False,True
AMPD3,Q01432,Q01432-6,N-Terminal Loss,1-159,159,Region,Disordered,89,111,23,full,False,True
TLK1,Q9UKI8,Q9UKI8-5,N-Terminal Loss,1-48,48,Region,Disordered,1,197,48,partial,False,True
TLK1,Q9UKI8,Q9UKI8-5,N-Terminal Loss,1-48,48,Compositional bias,Polar residues,1,19,19,full,False,True
TLK1,Q9UKI8,Q9UKI8-5,N-Terminal Loss,1-48,48,Compositional bias,Low complexity,20,33,14,full,False,True
TLK1,Q9UKI8,Q9UKI8-5,N-Terminal Loss,1-48,48,Compositional bias,Basic and acidic residues,43,64,6,partial,False,True
FGF13,Q92913,Q92913-2,N-Terminal Loss,3-55,53,Region,Mediates targeting to the nucleus,1,62,53,partial,False,False
FGF13,Q92913,Q92913-2,N-Terminal Loss,3-55,53,Region,Disordered,1,36,34,partial,False,True
ABCG4,Q9H172,Q9H172-4,N-Terminal Loss,1-100,100,Topological domain,Cytoplasmic,1,393,100,partial,False,False
ABCG4,Q9H172,Q9H172-4,N-Terminal Loss,1-100,100,Domain,ABC transporter,61,301,40,partial,False,False
SCYL1,Q96KG9,Q96KG9-4,C-Terminal Loss,780-806,27,Region,Disordered,658,808,27,partial,False,True
SCYL1,Q96KG9,Q96KG9-4,C-Terminal Loss,780-806,27,Region,Interaction with COPB1,793,808,14,partial,False,False
SCYL1,Q96KG9,Q96KG9-4,C-Terminal Loss,780-806,27,Coiled coil,,761,797,18,partial,False,False
SCYL1,Q96KG9,Q96KG9-4,C-Terminal Loss,780-806,27,Compositional bias,Basic and acidic residues,782,795,14,full,False,True
