gene,canonical_acc,isoform_acc,canon_ipTM,iso_ipTM,canon_len,iso_len,structural_outcome
MAP7D3,Q8IWC1,Q8IWC1-4,0.2,0.2,876,858,Monomer Baseline / Stochastic Signal
COMT,P21964,P21964-2,0.15,0.54,271,221,Monomer Baseline / Stochastic Signal
MYZAP,P0CAP1,P0CAP1-5,0.37,0.4,466,390,Monomer Baseline / Stochastic Signal
MYZAP,P0CAP1,P0CAP1-7,0.37,0.39,466,407,Monomer Baseline / Stochastic Signal
MYZAP,P0CAP1,P0CAP1-8,0.37,0.4,466,379,Monomer Baseline / Stochastic Signal
MYZAP,P0CAP1,P0CAP1-6,0.37,0.38,466,414,Monomer Baseline / Stochastic Signal
MYZAP,P0CAP1,P0CAP1-2,0.37,0.37,466,445,Monomer Baseline / Stochastic Signal
ATL2,Q8NHH9,Q8NHH9-3,0.61,0.73,583,412,Conserved at >0.6
KDM1B,Q8NB78,Q8NB78-4,0.23,0.3,822,175,Monomer Baseline / Stochastic Signal
ZNF256,Q9Y2P7,Q9Y2P7-2,0.14,0.13,627,474,Monomer Baseline / Stochastic Signal
NR1H3,Q13133,Q13133-3,0.55,0.58,447,402,Monomer Baseline / Stochastic Signal
CDH3,P22223,P22223-2,0.33,0.34,829,784,Monomer Baseline / Stochastic Signal
CFAP251,Q8TBY9,Q8TBY9-2,0.2,0.6,1149,941,Monomer Baseline / Stochastic Signal
STK38L,Q9Y2H1,Q9Y2H1-2,0.17,0.45,464,371,Monomer Baseline / Stochastic Signal
SLC35B4,Q969S0,Q969S0-3,0.14,0.14,331,253,Monomer Baseline / Stochastic Signal
SLC35B4,Q969S0,Q969S0-2,0.14,0.12,331,231,Monomer Baseline / Stochastic Signal
PSMG2,Q969U7,Q969U7-2,0.43,0.33,264,233,Monomer Baseline / Stochastic Signal
SPACA9,Q96E40,Q96E40-2,0.16,0.11,222,168,Monomer Baseline / Stochastic Signal
CHMP2B,Q9UQN3,Q9UQN3-2,0.23,0.21,213,172,Monomer Baseline / Stochastic Signal
TRAF3IP3,Q9Y228,Q9Y228-3,0.35,0.31,551,353,Monomer Baseline / Stochastic Signal
TTLL10,Q6ZVT0,Q6ZVT0-2,0.17,0.17,673,600,Monomer Baseline / Stochastic Signal
KLHL18,O94889,O94889-2,0.56,0.53,574,509,Monomer Baseline / Stochastic Signal
PRKRA,O75569,O75569-3,0.33,0.32,313,288,Monomer Baseline / Stochastic Signal
PRKRA,O75569,O75569-2,0.33,0.28,313,302,Monomer Baseline / Stochastic Signal
TRPC3,Q13507,Q13507-3,0.72,0.75,921,848,Conserved at >0.7
TCFL5,Q9UL49-1,Q9UL49-2,0.3,0.38,452,273,Monomer Baseline / Stochastic Signal
SPECC1L,Q69YQ0,Q69YQ0-2,0.32,0.3,1117,1078,Monomer Baseline / Stochastic Signal
BEAN1,Q3B7T3,Q3B7T3-2,0.15,0.11,259,150,Monomer Baseline / Stochastic Signal
HLF,Q16534,Q16534-2,0.46,0.62,295,210,Monomer Baseline / Stochastic Signal
BMP2K,Q9NSY1,Q9NSY1-2,0.24,0.22,1161,662,Monomer Baseline / Stochastic Signal
RNF150,Q9ULK6,Q9ULK6-3,0.23,0.22,438,405,Monomer Baseline / Stochastic Signal
ATRIP,Q8WXE1,Q8WXE1-5,0.35,0.3,791,664,Monomer Baseline / Stochastic Signal
ATRIP,Q8WXE1,Q8WXE1-3,0.35,0.4,791,698,Monomer Baseline / Stochastic Signal
DACT2,Q5SW24,Q5SW24-3,0.2,0.16,774,366,Monomer Baseline / Stochastic Signal
DACT2,Q5SW24,Q5SW24-2,0.2,0.18,774,604,Monomer Baseline / Stochastic Signal
ADAM9,Q13443,Q13443-2,0.45,0.29,819,655,Monomer Baseline / Stochastic Signal
CCT8,P50990,P50990-3,0.16,0.14,548,475,Monomer Baseline / Stochastic Signal
CCT8,P50990,P50990-2,0.16,0.15,548,529,Monomer Baseline / Stochastic Signal
PCDHGA12,O60330,O60330-2,0.47,0.5,932,820,Monomer Baseline / Stochastic Signal
RIPPLY2,Q5TAB7,Q5TAB7-2,0.26,0.35,128,70,Monomer Baseline / Stochastic Signal
MYSM1,Q5VVJ2,Q5VVJ2-3,0.29,0.74,828,234,Monomer Baseline / Stochastic Signal
MYSM1,Q5VVJ2,Q5VVJ2-2,0.29,0.41,828,575,Monomer Baseline / Stochastic Signal
ARHGAP19,Q14CB8,Q14CB8-3,0.14,0.28,494,485,Monomer Baseline / Stochastic Signal
ARHGAP19,Q14CB8,Q14CB8-4,0.14,0.05,494,112,Monomer Baseline / Stochastic Signal
PKD2L1,Q9P0L9,Q9P0L9-2,0.56,0.58,805,760,Monomer Baseline / Stochastic Signal
ZNF573,Q86YE8,Q86YE8-2,0.16,0.14,665,577,Monomer Baseline / Stochastic Signal
CASP2,P42575,P42575-3,0.58,0.45,452,91,Monomer Baseline / Stochastic Signal
UTP15,Q8TED0,Q8TED0-2,0.15,0.37,518,328,Monomer Baseline / Stochastic Signal
COQ7,Q99807,Q99807-2,0.29,0.35,217,179,Monomer Baseline / Stochastic Signal
PPM1D,O15297,O15297-2,0.16,0.17,605,430,Monomer Baseline / Stochastic Signal
CANX,P27824,P27824-3,0.14,0.14,592,484,Monomer Baseline / Stochastic Signal
UTP11,Q9Y3A2,Q9Y3A2-2,0.1,0.07,253,148,Monomer Baseline / Stochastic Signal
PLEKHG6,Q3KR16,Q3KR16-2,0.54,0.54,790,758,Monomer Baseline / Stochastic Signal
MYO1G,B0I1T2,B0I1T2-3,0.19,0.15,1018,525,Monomer Baseline / Stochastic Signal
ROBO4,Q8WZ75,Q8WZ75-2,0.19,0.18,1007,933,Monomer Baseline / Stochastic Signal
TUBD1,Q9UJT1,Q9UJT1-4,0.17,0.15,453,237,Monomer Baseline / Stochastic Signal
MTMR6,Q9Y217,Q9Y217-2,0.71,0.2,621,548,Ablation from >0.7 Canonical
RNF41,Q9H4P4,Q9H4P4-2,0.48,0.41,317,246,Monomer Baseline / Stochastic Signal
DMRT2,Q9Y5R5,Q9Y5R5-3,0.27,0.15,561,328,Monomer Baseline / Stochastic Signal
CLEC4F,Q8N1N0,Q8N1N0-2,0.28,0.28,589,567,Monomer Baseline / Stochastic Signal
RILPL1,Q5EBL4,Q5EBL4-3,0.37,0.49,403,252,Monomer Baseline / Stochastic Signal
EXOC6,Q8TAG9,Q8TAG9-2,0.18,0.2,804,799,Monomer Baseline / Stochastic Signal
ZNF275,Q9NSD4,Q9NSD4-2,0.12,0.1,429,376,Monomer Baseline / Stochastic Signal
AR,P10275,P10275-4,0.29,0.21,920,648,Monomer Baseline / Stochastic Signal
CCDC187,A0A096LP49,A0A096LP49-2,0.21,0.21,1063,965,Monomer Baseline / Stochastic Signal
DTNBP1,Q96EV8,Q96EV8-3,0.27,0.17,351,270,Monomer Baseline / Stochastic Signal
CCDC77,Q9BR77,Q9BR77-2,0.39,0.4,488,456,Monomer Baseline / Stochastic Signal
ARK2C,Q6ZSG1,Q6ZSG1-2,0.13,0.27,346,154,Monomer Baseline / Stochastic Signal
MTX3,Q5HYI7,Q5HYI7-4,0.67,0.77,312,248,Conserved at >0.6
MTX3,Q5HYI7,Q5HYI7-5,0.67,0.23,312,251,Ablation from >0.6 Canonical
UFL1,O94874,O94874-2,0.17,0.16,794,729,Monomer Baseline / Stochastic Signal
UFL1,O94874,O94874-3,0.17,0.13,794,509,Monomer Baseline / Stochastic Signal
C6orf52,Q5T4I8,Q5T4I8-2,0.14,0.25,152,65,Monomer Baseline / Stochastic Signal
DPAGT1,Q9H3H5,Q9H3H5-3,0.9,0.27,408,301,Ablation from >0.8 Canonical
DPAGT1,Q9H3H5,Q9H3H5-2,0.9,0.9,408,400,Conserved at >0.8
HK1,P19367,P19367-4,0.18,0.18,917,905,Monomer Baseline / Stochastic Signal
PPM1N,Q8N819,Q8N819-3,0.2,0.18,430,112,Monomer Baseline / Stochastic Signal
ITGB1BP2,Q9UKP3,Q9UKP3-2,0.13,0.12,347,329,Monomer Baseline / Stochastic Signal
IL1RAP,Q9NPH3,Q9NPH3-2,0.17,0.12,570,356,Monomer Baseline / Stochastic Signal
NFATC1,O95644,O95644-2,0.2,0.16,943,716,Monomer Baseline / Stochastic Signal
NFATC1,O95644,O95644-17,0.2,0.17,943,353,Monomer Baseline / Stochastic Signal
NFATC1,O95644,O95644-10,0.2,0.17,943,713,Monomer Baseline / Stochastic Signal
NFATC1,O95644,O95644-4,0.2,0.18,943,825,Monomer Baseline / Stochastic Signal
PUS1,Q9Y606,Q9Y606-2,0.16,0.16,427,399,Monomer Baseline / Stochastic Signal
ABHD17A,Q96GS6,Q96GS6-4,0.15,0.17,310,176,Monomer Baseline / Stochastic Signal
ABHD17A,Q96GS6,Q96GS6-3,0.15,0.75,310,236,Monomer Baseline / Stochastic Signal
CRIP3,Q6Q6R5,Q6Q6R5-2,0.11,0.1,217,205,Monomer Baseline / Stochastic Signal
CRIP3,Q6Q6R5,Q6Q6R5-4,0.11,0.12,217,166,Monomer Baseline / Stochastic Signal
SCARA5,Q6ZMJ2,Q6ZMJ2-2,0.24,0.34,495,400,Monomer Baseline / Stochastic Signal
NCDN,Q9UBB6,Q9UBB6-2,0.16,0.15,729,712,Monomer Baseline / Stochastic Signal
NR2C1,P13056,P13056-2,0.48,0.16,603,467,Monomer Baseline / Stochastic Signal
NR2C1,P13056,P13056-3,0.48,0.16,603,483,Monomer Baseline / Stochastic Signal
C11orf16,Q9NQ32,Q9NQ32-2,0.14,0.13,467,404,Monomer Baseline / Stochastic Signal
PP2D1,A8MPX8,A8MPX8-3,0.16,0.44,630,376,Monomer Baseline / Stochastic Signal
PP2D1,A8MPX8,A8MPX8-2,0.16,0.14,630,368,Monomer Baseline / Stochastic Signal
SLC6A11,P48066,P48066-2,0.2,0.18,632,208,Monomer Baseline / Stochastic Signal
GNPDA2,Q8TDQ7,Q8TDQ7-4,0.23,0.16,276,206,Monomer Baseline / Stochastic Signal
GNPDA2,Q8TDQ7,Q8TDQ7-3,0.23,0.32,276,259,Monomer Baseline / Stochastic Signal
IL12RB2,Q99665,Q99665-2,0.17,0.15,862,659,Monomer Baseline / Stochastic Signal
ACHE,P22303,P22303-4,0.82,0.82,614,603,Conserved at >0.8
PTPN20,Q4JDL3,Q4JDL3-2,0.21,0.2,420,411,Monomer Baseline / Stochastic Signal
PTPN20,Q4JDL3,Q4JDL3-4,0.21,0.24,420,339,Monomer Baseline / Stochastic Signal
SULT4A1,Q9BR01,Q9BR01-2,0.49,0.17,284,260,Monomer Baseline / Stochastic Signal
LIG1,P18858,P18858-2,0.3,0.18,919,801,Monomer Baseline / Stochastic Signal
CDK11A,Q9UQ88,Q9UQ88-10,0.28,0.28,783,439,Monomer Baseline / Stochastic Signal
SERPINE3,A8MV23,A8MV23-2,0.53,0.56,424,404,Monomer Baseline / Stochastic Signal
ZNG1A,Q9BRT8,Q9BRT8-4,0.2,0.39,395,113,Monomer Baseline / Stochastic Signal
AKAP4,Q5JQC9,Q5JQC9-2,0.2,0.2,854,845,Monomer Baseline / Stochastic Signal
ALLC,Q8N6M5,Q8N6M5-2,0.51,0.75,391,162,Monomer Baseline / Stochastic Signal
ACP6,Q9NPH0,Q9NPH0-2,0.19,0.14,428,271,Monomer Baseline / Stochastic Signal
PRODH,O43272-1,O43272-2,0.19,0.2,516,492,Monomer Baseline / Stochastic Signal
SEC24C,P53992,P53992-2,0.2,0.13,1094,342,Monomer Baseline / Stochastic Signal
PAGE5,Q96GU1,Q96GU1-2,0.09,0.11,130,110,Monomer Baseline / Stochastic Signal
RGSL1,A5PLK6,A5PLK6-2,0.21,0.16,1076,599,Monomer Baseline / Stochastic Signal
RGSL1,A5PLK6,A5PLK6-4,0.21,0.15,1076,402,Monomer Baseline / Stochastic Signal
PCDHGB1,Q9Y5G3,Q9Y5G3-2,0.45,0.47,927,810,Monomer Baseline / Stochastic Signal
PPP2R5A,Q15172,Q15172-2,0.15,0.13,486,429,Monomer Baseline / Stochastic Signal
GCFC2,P16383,P16383-3,0.24,0.08,781,215,Monomer Baseline / Stochastic Signal
TSGA10,Q9BZW7,Q9BZW7-2,0.34,0.51,698,297,Monomer Baseline / Stochastic Signal
PECAM1,P16284,P16284-4,0.54,0.55,738,719,Monomer Baseline / Stochastic Signal
PECAM1,P16284,P16284-5,0.54,0.55,738,708,Monomer Baseline / Stochastic Signal
PECAM1,P16284,P16284-6,0.54,0.54,738,727,Monomer Baseline / Stochastic Signal
BTBD2,Q9BX70,Q9BX70-2,0.49,0.29,525,204,Monomer Baseline / Stochastic Signal
CLEC4M,Q9H2X3,Q9H2X3-2,0.15,0.1,399,272,Monomer Baseline / Stochastic Signal
CLEC4M,Q9H2X3,Q9H2X3-3,0.15,0.14,399,324,Monomer Baseline / Stochastic Signal
BTF3,P20290,P20290-2,0.43,0.5,206,162,Monomer Baseline / Stochastic Signal
ZNF280D,Q6N043,Q6N043-5,0.19,0.11,979,220,Monomer Baseline / Stochastic Signal
ZNF280D,Q6N043,Q6N043-2,0.19,0.18,979,966,Monomer Baseline / Stochastic Signal
ZNF280D,Q6N043,Q6N043-3,0.19,0.28,979,592,Monomer Baseline / Stochastic Signal
CD200R1L,Q6Q8B3,Q6Q8B3-2,0.14,0.16,271,250,Monomer Baseline / Stochastic Signal
NDUFAF3,Q9BU61,Q9BU61-2,0.5,0.2,184,127,Monomer Baseline / Stochastic Signal
KCTD3,Q9Y597,Q9Y597-3,0.39,0.07,815,169,Monomer Baseline / Stochastic Signal
ARFRP1,Q13795,Q13795-3,0.11,0.17,201,154,Monomer Baseline / Stochastic Signal
ARFRP1,Q13795,Q13795-4,0.11,0.12,201,121,Monomer Baseline / Stochastic Signal
ARFRP1,Q13795,Q13795-2,0.11,0.29,201,173,Monomer Baseline / Stochastic Signal
NEIL2,Q969S2,Q969S2-3,0.12,0.14,332,271,Monomer Baseline / Stochastic Signal
H1-0,P07305,P07305-2,0.17,0.22,194,177,Monomer Baseline / Stochastic Signal
SHTN1,A0MZ66,A0MZ66-2,0.32,0.33,631,456,Monomer Baseline / Stochastic Signal
SHTN1,A0MZ66,A0MZ66-5,0.32,0.38,631,571,Monomer Baseline / Stochastic Signal
SHTN1,A0MZ66,A0MZ66-8,0.32,0.41,631,498,Monomer Baseline / Stochastic Signal
SHTN1,A0MZ66,A0MZ66-7,0.32,0.07,631,219,Monomer Baseline / Stochastic Signal
SHTN1,A0MZ66,A0MZ66-4,0.32,0.34,631,558,Monomer Baseline / Stochastic Signal
VAMP1,P23763,P23763-2,0.2,0.14,118,116,Monomer Baseline / Stochastic Signal
VAMP1,P23763,P23763-3,0.2,0.17,118,117,Monomer Baseline / Stochastic Signal
PSMA6,P60900,P60900-3,0.11,0.43,246,167,Monomer Baseline / Stochastic Signal
PAIP1,Q9H074,Q9H074-2,0.5,0.56,479,400,Monomer Baseline / Stochastic Signal
PAIP1,Q9H074,Q9H074-3,0.5,0.6,479,367,Monomer Baseline / Stochastic Signal
SPATA31J1,A6NFR6,A6NFR6-3,0.2,0.31,353,237,Monomer Baseline / Stochastic Signal
KCNE4,Q8WWG9,Q8WWG9-3,0.2,0.23,221,170,Monomer Baseline / Stochastic Signal
SURF4,O15260,O15260-2,0.11,0.09,269,159,Monomer Baseline / Stochastic Signal
LEPR,P48357,P48357-2,0.19,0.45,1165,896,Monomer Baseline / Stochastic Signal
LEPR,P48357,P48357-4,0.19,0.29,1165,906,Monomer Baseline / Stochastic Signal
LEPR,P48357,P48357-5,0.19,0.17,1165,839,Monomer Baseline / Stochastic Signal
KSR1,Q8IVT5,Q8IVT5-3,0.29,0.18,923,786,Monomer Baseline / Stochastic Signal
RBSN,Q9H1K0,Q9H1K0-2,0.16,0.18,784,208,Monomer Baseline / Stochastic Signal
TGM2,P21980,P21980-2,0.16,0.18,687,548,Monomer Baseline / Stochastic Signal
NFATC2IP,Q8NCF5,Q8NCF5-3,0.14,0.15,419,127,Monomer Baseline / Stochastic Signal
NFATC2IP,Q8NCF5,Q8NCF5-2,0.14,0.27,419,138,Monomer Baseline / Stochastic Signal
CDC14A,Q9UNH5,Q9UNH5-3,0.22,0.18,594,383,Monomer Baseline / Stochastic Signal
CAPN13,Q6MZZ7,Q6MZZ7-2,0.34,0.19,669,423,Monomer Baseline / Stochastic Signal
LRRC41,Q15345,Q15345-3,0.22,0.22,812,729,Monomer Baseline / Stochastic Signal
ACVR2A,P27037,P27037-2,0.17,0.18,513,405,Monomer Baseline / Stochastic Signal
ZNF547,Q8IVP9,Q8IVP9-2,0.15,0.14,402,353,Monomer Baseline / Stochastic Signal
FAXDC2,Q96IV6,Q96IV6-2,0.16,0.16,333,310,Monomer Baseline / Stochastic Signal
LSM5,Q9Y4Y9,Q9Y4Y9-2,0.56,0.36,91,62,Monomer Baseline / Stochastic Signal
NRL,P54845,P54845-2,0.45,0.62,237,98,Monomer Baseline / Stochastic Signal
PABPC1L,Q4VXU2,Q4VXU2-2,0.15,0.1,619,330,Monomer Baseline / Stochastic Signal
RWDD4,Q6NW29,Q6NW29-2,0.17,0.08,188,93,Monomer Baseline / Stochastic Signal
FDFT1,P37268,P37268-3,0.21,0.28,417,332,Monomer Baseline / Stochastic Signal
FDFT1,P37268,P37268-4,0.21,0.26,417,306,Monomer Baseline / Stochastic Signal
FDFT1,P37268,P37268-2,0.21,0.4,417,353,Monomer Baseline / Stochastic Signal
PCDHA12,Q9UN75,Q9UN75-2,0.54,0.59,941,792,Monomer Baseline / Stochastic Signal
EPHB4,P54760,P54760-2,0.2,0.65,987,516,Monomer Baseline / Stochastic Signal
EPHB4,P54760,P54760-4,0.2,0.7,987,414,Monomer Baseline / Stochastic Signal
GBA1,P04062,P04062-2,0.61,0.54,536,516,Ablation from >0.6 Canonical
GBA1,P04062,P04062-4,0.61,0.54,536,449,Ablation from >0.6 Canonical
CHRD,Q9H2X0,Q9H2X0-2,0.19,0.33,955,86,Monomer Baseline / Stochastic Signal
SLC6A8,P48029,P48029-3,0.19,0.12,635,270,Monomer Baseline / Stochastic Signal
SLC6A8,P48029,P48029-4,0.19,0.2,635,520,Monomer Baseline / Stochastic Signal
TNFRSF8,P28908,P28908-2,0.16,0.13,595,132,Monomer Baseline / Stochastic Signal
RFPL3,O75679,O75679-2,0.7,0.77,317,288,Conserved at >0.7
UBA6,A0AVT1,A0AVT1-2,0.2,0.17,1052,578,Monomer Baseline / Stochastic Signal
DAB2IP,Q5VWQ8,Q5VWQ8-2,0.24,0.24,1189,1065,Monomer Baseline / Stochastic Signal
DAB2IP,Q5VWQ8,Q5VWQ8-4,0.24,0.23,1189,1036,Monomer Baseline / Stochastic Signal
DAB2IP,Q5VWQ8,Q5VWQ8-5,0.24,0.23,1189,1132,Monomer Baseline / Stochastic Signal
TMEM232,C9JQI7,C9JQI7-2,0.2,0.19,657,506,Monomer Baseline / Stochastic Signal
NGFR,P08138,P08138-2,0.14,0.14,427,333,Monomer Baseline / Stochastic Signal
SOX15,O60248,O60248-2,0.32,0.38,233,178,Monomer Baseline / Stochastic Signal
PTBP2,Q9UKA9,Q9UKA9-5,0.15,0.18,531,356,Monomer Baseline / Stochastic Signal
ATXN7,O15265,O15265-3,0.21,0.21,892,747,Monomer Baseline / Stochastic Signal
ALKBH8,Q96BT7,Q96BT7-3,0.16,0.15,664,224,Monomer Baseline / Stochastic Signal
ALKBH8,Q96BT7,Q96BT7-2,0.16,0.13,664,238,Monomer Baseline / Stochastic Signal
ATP6V0B,Q99437,Q99437-2,0.17,0.28,205,158,Monomer Baseline / Stochastic Signal
FTO,Q9C0B1,Q9C0B1-4,0.18,0.16,505,106,Monomer Baseline / Stochastic Signal
LRRC17,Q8N6Y2,Q8N6Y2-2,0.22,0.18,441,313,Monomer Baseline / Stochastic Signal
PTGR1,Q14914,Q14914-2,0.94,0.93,329,301,Conserved at >0.8
ZNF19,P17023,P17023-2,0.13,0.14,458,446,Monomer Baseline / Stochastic Signal
MORN1,Q5T089,Q5T089-2,0.13,0.12,497,350,Monomer Baseline / Stochastic Signal
CIROZ,Q8N9H9,Q8N9H9-3,0.17,0.15,823,674,Monomer Baseline / Stochastic Signal
GORAB,Q5T7V8,Q5T7V8-2,0.34,0.23,369,221,Monomer Baseline / Stochastic Signal
OLFM3,Q96PB7,Q96PB7-5,0.3,0.19,478,383,Monomer Baseline / Stochastic Signal
CHPT1,Q8WUD6,Q8WUD6-2,0.77,0.26,406,218,Ablation from >0.7 Canonical
VTCN1,Q7Z7D3,Q7Z7D3-4,0.11,0.38,282,187,Monomer Baseline / Stochastic Signal
RRM2B,Q7LG56,Q7LG56-5,0.83,0.11,351,43,Ablation from >0.8 Canonical
WDR55,Q9H6Y2,Q9H6Y2-2,0.29,0.22,383,165,Monomer Baseline / Stochastic Signal
SCFD1,Q8WVM8,Q8WVM8-3,0.18,0.22,642,575,Monomer Baseline / Stochastic Signal
SCFD1,Q8WVM8,Q8WVM8-2,0.18,0.22,642,550,Monomer Baseline / Stochastic Signal
LRRFIP2,Q9Y608,Q9Y608-3,0.3,0.71,721,100,Monomer Baseline / Stochastic Signal
CNNM2,Q9H8M5,Q9H8M5-3,0.54,0.48,875,552,Monomer Baseline / Stochastic Signal
ATOSB,Q7L5A3,Q7L5A3-3,0.15,0.2,538,233,Monomer Baseline / Stochastic Signal
ATOSB,Q7L5A3,Q7L5A3-2,0.15,0.18,538,442,Monomer Baseline / Stochastic Signal
CD58,P19256,P19256-2,0.16,0.15,250,237,Monomer Baseline / Stochastic Signal
CD58,P19256,P19256-3,0.16,0.16,250,248,Monomer Baseline / Stochastic Signal
PTPN5,P54829,P54829-3,0.32,0.26,565,541,Monomer Baseline / Stochastic Signal
GSG1L,Q6UXU4,Q6UXU4-2,0.15,0.21,331,176,Monomer Baseline / Stochastic Signal
VWA2,Q5GFL6,Q5GFL6-2,0.17,0.18,755,725,Monomer Baseline / Stochastic Signal
CYP11A1,P05108,P05108-2,0.21,0.18,521,363,Monomer Baseline / Stochastic Signal
TBX15,Q96SF7,Q96SF7-2,0.15,0.16,602,496,Monomer Baseline / Stochastic Signal
LARP7,Q4G0J3,Q4G0J3-2,0.15,0.1,582,214,Monomer Baseline / Stochastic Signal
INAVA,Q3KP66,Q3KP66-3,0.23,0.15,663,578,Monomer Baseline / Stochastic Signal
ADAMTS14,Q8WXS8,Q8WXS8-2,0.21,0.2,1223,1156,Monomer Baseline / Stochastic Signal
AASDH,Q4L235,Q4L235-3,0.21,0.26,1098,841,Monomer Baseline / Stochastic Signal
AASDH,Q4L235,Q4L235-2,0.21,0.21,1098,998,Monomer Baseline / Stochastic Signal
AASDH,Q4L235,Q4L235-4,0.21,0.24,1098,857,Monomer Baseline / Stochastic Signal
RBM41,Q96IZ5,Q96IZ5-2,0.15,0.14,413,405,Monomer Baseline / Stochastic Signal
JAKMIP2,Q96AA8,Q96AA8-4,0.28,0.28,810,778,Monomer Baseline / Stochastic Signal
SUFU,Q9UMX1,Q9UMX1-2,0.17,0.16,484,433,Monomer Baseline / Stochastic Signal
ELOC,Q15369,Q15369-2,0.18,0.24,112,96,Monomer Baseline / Stochastic Signal
DOK1,Q99704,Q99704-3,0.32,0.39,481,342,Monomer Baseline / Stochastic Signal
SCAF4,O95104,O95104-3,0.2,0.24,1147,1132,Monomer Baseline / Stochastic Signal
NME7,Q9Y5B8,Q9Y5B8-2,0.13,0.11,376,340,Monomer Baseline / Stochastic Signal
TEDC2,Q7L2K0,Q7L2K0-2,0.14,0.17,433,266,Monomer Baseline / Stochastic Signal
EGR2,P11161,P11161-2,0.15,0.18,476,426,Monomer Baseline / Stochastic Signal
SPINK13,Q1W4C9,Q1W4C9-2,0.17,0.15,94,54,Monomer Baseline / Stochastic Signal
LOXL3,P58215,P58215-2,0.18,0.32,753,392,Monomer Baseline / Stochastic Signal
APTX,Q7Z2E3,Q7Z2E3-11,0.22,0.23,356,306,Monomer Baseline / Stochastic Signal
APTX,Q7Z2E3,Q7Z2E3-2,0.22,0.12,356,168,Monomer Baseline / Stochastic Signal
APTX,Q7Z2E3,Q7Z2E3-4,0.22,0.21,356,254,Monomer Baseline / Stochastic Signal
APTX,Q7Z2E3,Q7Z2E3-6,0.22,0.07,356,113,Monomer Baseline / Stochastic Signal
APTX,Q7Z2E3,Q7Z2E3-7,0.22,0.18,356,342,Monomer Baseline / Stochastic Signal
ENC1,O14682,O14682-2,0.79,0.53,589,516,Ablation from >0.7 Canonical
USP45,Q70EL2,Q70EL2-2,0.18,0.16,814,289,Monomer Baseline / Stochastic Signal
PFKFB3,Q16875,Q16875-2,0.74,0.71,520,514,Conserved at >0.7
RNF44,Q7L0R7,Q7L0R7-2,0.14,0.21,432,351,Monomer Baseline / Stochastic Signal
ZNF101,Q8IZC7,Q8IZC7-2,0.14,0.15,436,316,Monomer Baseline / Stochastic Signal
ACOX3,O15254,O15254-2,0.95,0.93,700,624,Conserved at >0.8
XRN2,Q9H0D6,Q9H0D6-2,0.19,0.19,950,874,Monomer Baseline / Stochastic Signal
ENOSF1,Q7L5Y1,Q7L5Y1-7,0.95,0.88,443,213,Conserved at >0.8
ENOSF1,Q7L5Y1,Q7L5Y1-6,0.95,0.89,443,262,Conserved at >0.8
PLEKHG5,O94827,O94827-4,0.46,0.48,1006,930,Monomer Baseline / Stochastic Signal
STX6,O43752,O43752-2,0.16,0.13,255,154,Monomer Baseline / Stochastic Signal
IFT56,A0AVF1,A0AVF1-2,0.14,0.13,554,487,Monomer Baseline / Stochastic Signal
FBXO15,Q8NCQ5,Q8NCQ5-2,0.18,0.15,510,434,Monomer Baseline / Stochastic Signal
CCDC62,Q6P9F0,Q6P9F0-2,0.36,0.37,684,682,Monomer Baseline / Stochastic Signal
TYW5,A2RUC4,A2RUC4-2,0.93,0.87,315,152,Conserved at >0.8
ANP32E,Q9BTT0,Q9BTT0-3,0.16,0.27,268,220,Monomer Baseline / Stochastic Signal
GOSR1,O95249,O95249-2,0.26,0.12,250,185,Monomer Baseline / Stochastic Signal
ETV7,Q9Y603,Q9Y603-5,0.17,0.19,341,317,Monomer Baseline / Stochastic Signal
ETV7,Q9Y603,Q9Y603-8,0.17,0.13,341,190,Monomer Baseline / Stochastic Signal
ETV7,Q9Y603,Q9Y603-3,0.17,0.13,341,260,Monomer Baseline / Stochastic Signal
SPATA20,Q8TB22,Q8TB22-3,0.47,0.45,786,742,Monomer Baseline / Stochastic Signal
USP33,Q8TEY7,Q8TEY7-2,0.39,0.18,942,911,Monomer Baseline / Stochastic Signal
IL25,Q9H293,Q9H293-2,0.66,0.67,177,161,Conserved at >0.6
ARHGEF6,Q15052,Q15052-2,0.21,0.21,776,622,Monomer Baseline / Stochastic Signal
UBE2D2,P62837,P62837-2,0.08,0.44,147,118,Monomer Baseline / Stochastic Signal
ALG1,Q9BT22,Q9BT22-2,0.2,0.3,464,353,Monomer Baseline / Stochastic Signal
HPS3,Q969F9,Q969F9-2,0.2,0.27,1004,890,Monomer Baseline / Stochastic Signal
GPBP1,Q86WP2,Q86WP2-4,0.15,0.13,473,302,Monomer Baseline / Stochastic Signal
KL,Q9UEF7,Q9UEF7-2,0.2,0.17,1012,549,Monomer Baseline / Stochastic Signal
PPCDC,Q96CD2,Q96CD2-2,0.83,0.4,204,127,Ablation from >0.8 Canonical
DCST2,Q5T1A1,Q5T1A1-2,0.25,0.27,773,639,Monomer Baseline / Stochastic Signal
KLK15,Q9H2R5,Q9H2R5-3,0.22,0.15,256,161,Monomer Baseline / Stochastic Signal
KLK15,Q9H2R5,Q9H2R5-2,0.22,0.16,256,121,Monomer Baseline / Stochastic Signal
GPATCH2,Q9NW75,Q9NW75-2,0.16,0.16,528,376,Monomer Baseline / Stochastic Signal
RNF207,Q6ZRF8,Q6ZRF8-4,0.5,0.42,634,292,Monomer Baseline / Stochastic Signal
